cell,card,family,execution,completed_fits,completed_sft,completed_rft,completed_supervised,aborted_full_intent,self_sample_mix,elapsed_h,card_wall_h,cumulative_training_card_wall_h,training_steps,epochs,rows,decision,count_audited,audit_note,source
w06r02,exp-04,sft,completed,1,2,0,2,0,False,2.9,0.75,2.15,397,1.0,12000.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r02_formal_r6/gsm8k_google_gemma-3-4b-pt_91003/task/memory/cards/exp-04.yaml
w06r02,exp-05,decode-config,completed,0,2,0,2,0,,4.2,0.15,2.15,,,150.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r02_formal_r6/gsm8k_google_gemma-3-4b-pt_91003/task/memory/cards/exp-05.yaml
w06r02,exp-06,sft,not_run,0,2,0,2,0,,3.7,0.15,2.3,,1.0,26000.0,abandon_line,True,Not counted: training did not complete.,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r02_formal_r6/gsm8k_google_gemma-3-4b-pt_91003/task/memory/cards/exp-06.yaml
w06r02,exp-07,rft,completed,1,2,1,3,0,True,4.8,1.05,3.35,528,1.0,16000.0,iterate,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r02_formal_r6/gsm8k_google_gemma-3-4b-pt_91003/task/memory/cards/exp-07.yaml
w06r02,exp-08,other,completed,0,2,1,3,0,,6.1,0.75,3.35,,,500.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r02_formal_r6/gsm8k_google_gemma-3-4b-pt_91003/task/memory/cards/exp-08.yaml
w06r02,exp-09,merge,completed,0,2,1,3,0,,6.4,0.55,3.35,,,500.0,reject,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r02_formal_r6/gsm8k_google_gemma-3-4b-pt_91003/task/memory/cards/exp-09.yaml
w06r02,exp-10,sft,completed,1,3,1,4,0,False,7.4,0.65,4.0,262,1.0,8000.0,reject,True,"8000 external OMI2 solutions selected using own sampling failures; selection is adaptive, but targets are external, not self-generated. Count as one external supervised fit.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r02_formal_r6/gsm8k_google_gemma-3-4b-pt_91003/task/memory/cards/exp-10.yaml
w06r03,exp-01,other,completed,0,0,0,0,0,,0.1,0.3,0.0,,,150.0,reject,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r03_formal_r6/gsm8k_google_gemma-3-4b-pt_91004/task/memory/cards/exp-01.yaml
w06r03,exp-02,sft,completed,1,1,0,1,0,False,0.85,2.25,2.25,2110,2,67473.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r03_formal_r6/gsm8k_google_gemma-3-4b-pt_91004/task/memory/cards/exp-02.yaml
w06r03,exp-03,decode-config,completed,0,1,0,1,0,,3.3,0.15,2.25,,,150.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r03_formal_r6/gsm8k_google_gemma-3-4b-pt_91004/task/memory/cards/exp-03.yaml
w06r03,exp-04,rft,completed,1,1,1,2,0,True,4.25,1.02,3.27,963,1,61587.0,iterate,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r03_formal_r6/gsm8k_google_gemma-3-4b-pt_91004/task/memory/cards/exp-04.yaml
w06r03,exp-05,merge,completed,0,1,1,2,0,,5.7,0.25,3.27,,,500.0,iterate,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r03_formal_r6/gsm8k_google_gemma-3-4b-pt_91004/task/memory/cards/exp-05.yaml
w06r03,exp-06,merge,completed,0,1,1,2,0,,6.25,0.6,3.27,,,1319.0,reject,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r03_formal_r6/gsm8k_google_gemma-3-4b-pt_91004/task/memory/cards/exp-06.yaml
w06r04,exp-01,other,completed,0,0,0,0,0,,0.07,0.39,0.0,,,200.0,iterate,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r04_formal_r6/gsm8k_google_gemma-3-4b-pt_91005/task/memory/cards/exp-01.yaml
w06r04,exp-02,sft,completed,1,1,0,1,0,False,1.15,1.72,1.72,1112,1.0,94546.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r04_formal_r6/gsm8k_google_gemma-3-4b-pt_91005/task/memory/cards/exp-02.yaml
w06r04,exp-03,decode-config,completed,0,1,0,1,0,,3.15,0.55,1.72,,,200.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r04_formal_r6/gsm8k_google_gemma-3-4b-pt_91005/task/memory/cards/exp-03.yaml
w06r04,exp-04,rft,completed,1,1,1,2,0,True,4.2,1.55,3.27,692,1.0,61134.0,iterate,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r04_formal_r6/gsm8k_google_gemma-3-4b-pt_91005/task/memory/cards/exp-04.yaml
w06r04,exp-05,rft,completed,1,1,2,3,0,True,6.1,1.05,4.32,504,1.0,42547.0,abandon_line,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r04_formal_r6/gsm8k_google_gemma-3-4b-pt_91005/task/memory/cards/exp-05.yaml
w06r04,exp-06,other,completed,0,1,2,3,0,,7.5,0.33,4.32,,,200.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-a-format-floor-x4-v2_w06r04_formal_r6/gsm8k_google_gemma-3-4b-pt_91005/task/memory/cards/exp-06.yaml
w07r01,exp-01,other,completed,0,0,0,0,0,,0.1,0.31,0.0,,,150.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r01_formal_r7/gsm8k_google_gemma-3-4b-pt_91007/task/memory/cards/exp-01.yaml
w07r01,exp-02,sft,completed,1,1,0,1,0,False,1.0,1.72,1.72,1736,2,74346.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r01_formal_r7/gsm8k_google_gemma-3-4b-pt_91007/task/memory/cards/exp-02.yaml
w07r01,exp-03,decode-config,completed,0,1,0,1,0,,3.0,0.35,1.72,,,1.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r01_formal_r7/gsm8k_google_gemma-3-4b-pt_91007/task/memory/cards/exp-03.yaml
w07r01,exp-04,rft,completed,1,1,1,2,0,True,3.6,1.85,3.57,2122,2,96646.0,reject,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r01_formal_r7/gsm8k_google_gemma-3-4b-pt_91007/task/memory/cards/exp-04.yaml
w07r01,exp-05,merge,completed,0,1,1,2,0,,5.6,0.55,3.57,,,2.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r01_formal_r7/gsm8k_google_gemma-3-4b-pt_91007/task/memory/cards/exp-05.yaml
w07r01,exp-06,sft,completed,1,2,1,3,0,True,6.1,2.0,5.57,2236,2,96646.0,adopt,True,"Card source explicitly includes 11150 synthetic:self RFT rows at weight 2, despite family=sft. Card also performs soup and evaluation after training; only one gradient-training episode.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r01_formal_r7/gsm8k_google_gemma-3-4b-pt_91007/task/memory/cards/exp-06.yaml
w07r02,exp-01,other,completed,0,0,0,0,0,,0.25,0.05,0.0,,,150.0,iterate,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r02_formal_r7/gsm8k_google_gemma-3-4b-pt_91008/task/memory/cards/exp-01.yaml
w07r02,exp-02,sft,completed,1,1,0,1,1,False,0.8,2.71,2.71,1126,2,72000.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r02_formal_r7/gsm8k_google_gemma-3-4b-pt_91008/task/memory/cards/exp-02.yaml
w07r02,exp-03,decode-config,completed,0,1,0,1,0,,4.0,0.08,2.71,,,1.0,reject,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r02_formal_r7/gsm8k_google_gemma-3-4b-pt_91008/task/memory/cards/exp-03.yaml
w07r02,exp-04,rft,completed,1,1,1,2,0,True,4.5,1.47,4.18,626,2,40013.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r02_formal_r7/gsm8k_google_gemma-3-4b-pt_91008/task/memory/cards/exp-04.yaml
w07r02,exp-05,rft,completed,1,1,2,3,0,True,7.4,0.71,4.89,313,1,40000.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r02_formal_r7/gsm8k_google_gemma-3-4b-pt_91008/task/memory/cards/exp-05.yaml
w07r03,exp-01,other,completed,0,0,0,0,0,,0.15,0.12,0.0,,,300.0,reject,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r03_formal_r7/gsm8k_google_gemma-3-4b-pt_91009/task/memory/cards/exp-01.yaml
w07r03,exp-02,sft,completed,1,1,0,1,0,False,0.35,1.59,1.59,789,1.0,101262.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r03_formal_r7/gsm8k_google_gemma-3-4b-pt_91009/task/memory/cards/exp-02.yaml
w07r03,exp-03,sft,completed,1,2,0,2,0,False,3.1,2.02,3.61,888,1.0,114339.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r03_formal_r7/gsm8k_google_gemma-3-4b-pt_91009/task/memory/cards/exp-03.yaml
w07r03,exp-04,merge,completed,0,2,0,2,0,,5.6,0.33,3.61,0,0,114339.0,reject,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r03_formal_r7/gsm8k_google_gemma-3-4b-pt_91009/task/memory/cards/exp-04.yaml
w07r03,exp-05,sft,completed,1,3,0,3,0,False,6.1,1.65,5.26,713,1.0,92000.0,reject,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r03_formal_r7/gsm8k_google_gemma-3-4b-pt_91009/task/memory/cards/exp-05.yaml
w07r04,exp-01,other,completed,0,0,0,0,0,,0.15,0.32,0.0,,,150.0,iterate,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r04_formal_r7/gsm8k_google_gemma-3-4b-pt_91010/task/memory/cards/exp-01.yaml
w07r04,exp-02,sft,completed,1,1,0,1,0,False,0.85,0.75,0.75,1632,1.0,52223.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r04_formal_r7/gsm8k_google_gemma-3-4b-pt_91010/task/memory/cards/exp-02.yaml
w07r04,exp-03,rft,completed,1,1,1,2,0,True,2.9,1.25,2.0,2686,1.0,85930.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r04_formal_r7/gsm8k_google_gemma-3-4b-pt_91010/task/memory/cards/exp-03.yaml
w07r04,exp-04,sft,completed,1,2,1,3,0,True,4.6,1.63,3.63,3477,1.0,111246.0,adopt,True,"Card source explicitly concatenates the 33707 self/RFT rows used by exp-03, despite family=sft.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r04_formal_r7/gsm8k_google_gemma-3-4b-pt_91010/task/memory/cards/exp-04.yaml
w07r04,exp-05,other,completed,0,2,1,3,0,,6.65,0.22,3.63,,,500.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r04_formal_r7/gsm8k_google_gemma-3-4b-pt_91010/task/memory/cards/exp-05.yaml
w07r04,exp-06,merge,completed,0,2,1,3,0,,7.2,0.35,3.63,,,2.0,reject,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r04_formal_r7/gsm8k_google_gemma-3-4b-pt_91010/task/memory/cards/exp-06.yaml
w07r04,exp-07,other,completed,0,2,1,3,0,,7.7,0.18,3.63,,,1.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-ab-format-floor-width-x4-v2_w07r04_formal_r7/gsm8k_google_gemma-3-4b-pt_91010/task/memory/cards/exp-07.yaml
w08r01,exp-01,other,completed,0,0,0,0,0,,0.1,0.31,0.0,,,300.0,iterate,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r01_formal_r8/gsm8k_google_gemma-3-4b-pt_91014/task/memory/cards/exp-01.yaml
w08r01,exp-02,sft,completed,1,1,0,1,0,False,0.5,1.86,1.86,3037,1,97173.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r01_formal_r8/gsm8k_google_gemma-3-4b-pt_91014/task/memory/cards/exp-02.yaml
w08r01,exp-03,decode-config,completed,0,1,0,1,0,,3.05,0.12,1.86,,,300.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r01_formal_r8/gsm8k_google_gemma-3-4b-pt_91014/task/memory/cards/exp-03.yaml
w08r01,exp-04,sft,completed,1,2,0,2,0,False,4.85,1.3,3.16,2188,1,70000.0,iterate,True,"External-only fit on70000 fresh OMI2 teacher rows. Although card pitfalls mention RFT sampling, those generated rows are not the final training corpus; do not count generation as a fit.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r01_formal_r8/gsm8k_google_gemma-3-4b-pt_91014/task/memory/cards/exp-04.yaml
w08r01,exp-05,other,completed,0,2,0,2,0,,6.55,0.31,3.16,,,300.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r01_formal_r8/gsm8k_google_gemma-3-4b-pt_91014/task/memory/cards/exp-05.yaml
w08r01,exp-06,merge,completed,0,2,0,2,0,,7.15,0.42,3.16,,,300.0,reject,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r01_formal_r8/gsm8k_google_gemma-3-4b-pt_91014/task/memory/cards/exp-06.yaml
w08r01,exp-07,other,completed,0,2,0,2,0,,7.45,0.68,3.16,,,300.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r01_formal_r8/gsm8k_google_gemma-3-4b-pt_91014/task/memory/cards/exp-07.yaml
w08r02,exp-01,other,completed,0,0,0,0,0,,0.2,0.08,0.0,,,200.0,iterate,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r02_formal_r8/gsm8k_google_gemma-3-4b-pt_91021/task/memory/cards/exp-01.yaml
w08r02,exp-02,sft,completed,1,1,0,1,0,False,0.6,1.35,1.35,1110,1,97473.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r02_formal_r8/gsm8k_google_gemma-3-4b-pt_91021/task/memory/cards/exp-02.yaml
w08r02,exp-03,rft,completed,1,1,1,2,0,True,3.4,0.72,2.07,639,1,60713.0,iterate,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r02_formal_r8/gsm8k_google_gemma-3-4b-pt_91021/task/memory/cards/exp-03.yaml
w08r02,exp-04,sft,completed,1,2,1,3,0,True,4.2,1.55,3.62,1553,1,98367.0,iterate,True,"sft_v5.jsonl src-field scan: rft:gsm8k_train=2178 and rft:augmented_gsm8k=5423, hence 7601 self/RFT rows of 98367; 15000-row replay anchor came from exp-03 mixture. Source code in solve_parsed.txt:10388-10389; raw substantive fit launch at :10642.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r02_formal_r8/gsm8k_google_gemma-3-4b-pt_91021/task/memory/cards/exp-04.yaml
w08r02,exp-05,other,completed,0,2,1,3,0,,6.1,0.42,3.62,,,1319.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r02_formal_r8/gsm8k_google_gemma-3-4b-pt_91021/task/memory/cards/exp-05.yaml
w08r02,exp-06,merge,completed,0,2,1,3,0,,6.7,0.25,3.62,,,1319.0,iterate,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r02_formal_r8/gsm8k_google_gemma-3-4b-pt_91021/task/memory/cards/exp-06.yaml
w08r02,exp-07,other,completed,0,2,1,3,0,,7.2,0.18,3.62,,,1319.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r02_formal_r8/gsm8k_google_gemma-3-4b-pt_91021/task/memory/cards/exp-07.yaml
w08r02,exp-08,other,completed,0,2,1,3,0,,7.6,0.13,3.62,,,150.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r02_formal_r8/gsm8k_google_gemma-3-4b-pt_91021/task/memory/cards/exp-08.yaml
w08r03,exp-01,other,completed,0,0,0,0,0,,0.1,0.25,0.0,,,150.0,adopt,True,,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r03_formal_r8/gsm8k_google_gemma-3-4b-pt_91022/task/memory/cards/exp-01.yaml
w08r03,exp-02,sft,completed,1,1,0,1,0,False,0.55,1.89,1.89,1034,2,59946.0,adopt,True,"Completed non-probe full-parameter supervised fit; multi-epoch schedule counts one episode, not one per epoch.",/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r02-c-probe-before-fail-x4-v2_w08r03_formal_r8/gsm8k_google_gemma-3-4b-pt_91022/task/memory/cards/exp-02.yaml
